time,data
2024/12/19 18:45:39.656146417,-0.0021911718595220876
2024/12/19 18:49:34.965158310,-0.0021911718595220876
2024/12/19 18:49:36.666785713,-0.0021911718595220876
2024/12/19 18:49:37.463641590,-0.0021911718595220876
2024/12/19 18:49:40.164714404,-0.0021911718595220876
2024/12/19 18:49:43.764923740,-0.0021911718595220876
2024/12/19 18:49:45.64596407,-0.0021911718595220876
2024/12/19 18:49:51.965179939,-0.0012325341709811743
2024/12/19 18:49:52.266308657,-0.0012325341709811743
2024/12/19 18:49:55.564583779,-0.0012325341709811743
2024/12/19 18:49:56.265747264,0.014394760729018824
2024/12/19 18:49:56.364825667,0.029389439179018824
2024/12/19 18:49:56.865148124,0.042152751183019574
2024/12/19 18:49:56.964221580,0.05715739458301957
2024/12/19 18:49:57.66296403,0.07215512883301957
2024/12/19 18:49:57.165998060,0.08715386478301956
2024/12/19 18:49:57.265484468,0.10216518303301958
2024/12/19 18:49:57.365634061,0.11718276618301957
2024/12/19 18:49:57.465798200,0.13216639698301957
2024/12/19 18:49:57.566255554,0.14715290898301955
2024/12/19 18:49:57.671303373,0.16215885918301956
2024/12/19 18:49:57.766193484,0.17715348978301956
2024/12/19 18:49:57.864550803,0.19215544398301956
2024/12/19 18:49:57.963699185,0.20715880938301956
2024/12/19 18:49:58.67251063,0.22214520798301957
2024/12/19 18:49:58.165624091,0.23714847903301955
2024/12/19 18:49:58.263649441,0.2521562794830196
2024/12/19 18:49:58.365141257,0.26715583698301953
2024/12/19 18:49:58.463866577,0.2821576356330196
2024/12/19 18:49:58.562684854,0.2971573171830196
2024/12/19 18:49:58.668620347,0.3121537096830196
2024/12/19 18:49:58.762931048,0.3271471071330196
2024/12/19 18:49:58.865848318,0.34215675708301957
2024/12/19 18:49:58.964817907,0.3571534854330196
2024/12/19 18:49:59.66801722,0.3721541737830196
2024/12/19 18:49:59.165290622,0.3871607769330196
2024/12/19 18:49:59.264642961,0.4021541407830196
2024/12/19 18:49:59.367832051,0.4171466365830196
2024/12/19 18:49:59.465961197,0.4321473811830196
2024/12/19 18:49:59.566733172,0.4471537458330196
2024/12/19 18:49:59.665682698,0.46215507078301954
2024/12/19 18:49:59.766000958,0.4771610271330196
2024/12/19 18:49:59.866231969,0.4921522021830196
2024/12/19 18:49:59.963730423,0.5071488823830195
2024/12/19 18:50:00.65842845,0.5221462059330195
2024/12/19 18:50:00.165180793,0.5371468416330195
2024/12/19 18:50:00.266656606,0.5521571853330195
2024/12/19 18:50:00.364904657,0.5671535140830195
2024/12/19 18:50:00.465481850,0.5821682020830194
2024/12/19 18:50:00.566038177,0.5971454614830195
2024/12/19 18:50:00.665092228,0.6121562853330196
2024/12/19 18:50:00.764495031,0.6271568632830195
2024/12/19 18:50:00.864767349,0.6421599963330196
2024/12/19 18:50:00.965835423,0.6571466880330195
2024/12/19 18:50:01.64728555,0.6721506534330195
2024/12/19 18:50:01.165822170,0.6871555269330195
2024/12/19 18:50:01.265329841,0.7021444762830195
2024/12/19 18:50:01.364568505,0.7171582335330196
2024/12/19 18:50:01.465884657,0.7321494855330195
2024/12/19 18:50:01.565620073,0.7471592176830195
2024/12/19 18:50:01.666877400,0.7621469275830195
2024/12/19 18:50:01.765737230,0.7771459398330195
2024/12/19 18:50:01.868687251,0.7921449625830196
2024/12/19 18:50:01.964257852,0.8071513689330194
2024/12/19 18:50:02.66077868,0.8221677990330195
2024/12/19 18:50:02.166690262,0.8371677583830196
