time,data
2024/12/16 14:48:24.868943947,0.0
2024/12/16 14:48:24.970408572,0.0
2024/12/16 14:48:25.67688772,0.0
2024/12/16 14:48:25.168773538,0.0
2024/12/16 14:48:25.268771636,0.0
2024/12/16 14:48:25.368662636,0.0
2024/12/16 14:48:25.473125857,0.0
2024/12/16 14:48:25.568523057,0.0
2024/12/16 14:48:25.673789022,0.0
2024/12/16 14:48:25.768469182,0.0
2024/12/16 14:48:25.868998651,0.0
2024/12/16 14:48:25.969662682,0.0
2024/12/16 14:48:26.69001541,0.0
2024/12/16 14:48:26.168772270,0.0
2024/12/16 14:48:26.268415182,0.0
2024/12/16 14:48:26.368972232,0.0
2024/12/16 14:48:26.470726032,0.0
2024/12/16 14:48:26.569657396,0.0
2024/12/16 14:48:26.669041656,0.0
2024/12/16 14:48:26.769385967,0.0
2024/12/16 14:48:26.868752518,0.0
2024/12/16 14:48:26.970030318,0.0
2024/12/16 14:48:27.67863409,0.0
2024/12/16 14:48:27.170721018,0.0
2024/12/16 14:48:27.268935843,0.0
2024/12/16 14:48:27.368577989,0.0
2024/12/16 14:48:27.469470266,0.0
2024/12/16 14:48:27.568647497,0.0
2024/12/16 14:48:27.669382719,0.0
2024/12/16 14:48:27.769018586,0.0
2024/12/16 14:48:27.868033737,0.0
2024/12/16 14:48:27.969598595,0.0
2024/12/16 14:48:28.68941310,0.0
2024/12/16 14:48:28.169054260,0.0
2024/12/16 14:48:28.268972210,0.0
2024/12/16 14:48:28.368759644,0.0
2024/12/16 14:48:28.470334885,0.0
2024/12/16 14:48:28.568913807,0.0
2024/12/16 14:48:28.668811164,0.0
2024/12/16 14:48:28.768781621,0.0
2024/12/16 14:48:28.868850187,0.0
2024/12/16 14:48:28.969007630,0.0
2024/12/16 14:48:29.68876598,0.0
2024/12/16 14:48:29.168607046,0.0
2024/12/16 14:48:29.269014813,0.0
2024/12/16 14:48:29.368926820,0.0
2024/12/16 14:48:29.468990561,0.0
2024/12/16 14:48:29.569266380,0.0
2024/12/16 14:48:29.669773648,0.0
2024/12/16 14:48:29.768902041,0.0
2024/12/16 14:48:29.871644401,0.0
2024/12/16 14:48:29.970310251,0.0
2024/12/16 14:48:30.67967996,0.0
2024/12/16 14:48:30.168917275,0.0
2024/12/16 14:48:30.269144183,0.0
2024/12/16 14:48:30.369100709,0.0
2024/12/16 14:48:30.469267349,0.0
2024/12/16 14:48:30.569214606,0.0
2024/12/16 14:48:30.668815768,0.0
2024/12/16 14:48:30.769601561,0.0
2024/12/16 14:48:30.869052851,0.0
2024/12/16 14:48:30.971383386,0.0
2024/12/16 14:48:31.68879559,0.0
2024/12/16 14:48:31.169276011,0.0
2024/12/16 14:48:31.269137215,0.0
2024/12/16 14:48:31.369412193,0.0
2024/12/16 14:48:31.473907338,0.0
2024/12/16 14:48:31.569482048,0.0
2024/12/16 14:48:31.669146324,0.0
2024/12/16 14:48:31.769156004,0.0
2024/12/16 14:48:31.869171097,0.0
2024/12/16 14:48:31.969454088,0.0
2024/12/16 14:48:32.69014801,0.0
2024/12/16 14:48:32.169064054,0.0
2024/12/16 14:48:32.269225142,0.0
2024/12/16 14:48:32.369301189,0.0
2024/12/16 14:48:32.469170279,0.0
2024/12/16 14:48:32.569662157,0.0
2024/12/16 14:48:32.669581063,0.0
2024/12/16 14:48:32.768781158,0.0
2024/12/16 14:48:32.868956183,0.0
