time,header_stamp_secs,header_stamp_nsecs,header_frame_id,name_0,name_1,name_2,name_3,name_4,name_5,name_6,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
2024/12/16 19:11:34.148173261,1734085836,445776987,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.249370257,1734085836,545825460,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.348578436,1734085836,646032036,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.448639214,1734085836,745807886,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.548463374,1734085836,845818289,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.648740572,1734085836,945891932,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.748530266,1734085837,45915590,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.848540230,1734085837,146168392,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:34.948596158,1734085837,245933664,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.51488294,1734085837,348036103,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.147580463,1734085837,445451357,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.250846149,1734085837,545464572,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.347596389,1734085837,645402911,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.448647136,1734085837,745927638,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.547748892,1734085837,845491325,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.648162814,1734085837,945859836,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.748638015,1734085838,45896151,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.849428106,1734085838,145703309,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:35.951509516,1734085838,246323708,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.49220975,1734085838,345878516,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.148355077,1734085838,445820205,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.248816474,1734085838,545944775,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.348643273,1734085838,646119872,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.448920199,1734085838,745811748,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.548434809,1734085838,845810528,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.648336778,1734085838,945763684,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.748331687,1734085839,45777434,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.848778325,1734085839,146022688,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:36.949733561,1734085839,246811370,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.48637869,1734085839,345909893,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.148647401,1734085839,445847420,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.248442307,1734085839,545970189,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.348487009,1734085839,645880482,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.448851391,1734085839,745924077,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.548504017,1734085839,845747172,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.647635794,1734085839,945447703,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.747981360,1734085840,45599599,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.848334710,1734085840,145497624,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:37.947792983,1734085840,245583477,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.49011789,1734085840,345880064,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.148195015,1734085840,445442574,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.248524725,1734085840,545830043,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.348856062,1734085840,646321432,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.448688465,1734085840,745901065,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.548665992,1734085840,845912354,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.648615377,1734085840,945918846,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.748473536,1734085841,45710230,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.850145601,1734085841,146008649,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:38.951788023,1734085841,248829733,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.50304857,1734085841,345913582,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.148988972,1734085841,446016179,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.248490642,1734085841,545826847,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.348966303,1734085841,646151466,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.448899908,1734085841,745925891,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.548657140,1734085841,845767769,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.648589517,1734085841,945865976,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.749795213,1734085842,46028482,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.849962876,1734085842,146821428,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:39.948905587,1734085842,246027434,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:40.48669008,1734085842,345892394,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:40.148108773,1734085842,445646390,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:40.249513883,1734085842,545619640,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:40.347970304,1734085842,645387759,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/12/16 19:11:40.448968904,1734085842,745461940,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,1.5973642855916,-1.2014469202242,-0.00109558592976104,-1.02396199960292,0.00205422361830196,0.118734125137853,-0.000547792964880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
