time,header_stamp_secs,header_stamp_nsecs,header_frame_id,name_0,position_0
2024/12/16 19:11:52.232006404,0,0,,leg3link7_link8,-0.0005477929648805219
2024/12/16 19:11:52.232032182,0,0,,leg3grip1,0.0
2024/12/16 19:11:52.232050089,0,0,,leg3link5_link6,0.0020542236183019574
2024/12/16 19:11:52.232061657,0,0,,leg3base_link_link2,1.597364285591602
2024/12/16 19:11:52.232072925,0,0,,leg3grip2,0.922620301100019
2024/12/16 19:11:52.232088463,0,0,,leg3link3_link4,-0.0010955859297610438
2024/12/16 19:11:52.232099979,0,0,,leg3link6_link7,0.11873412513785313
2024/12/16 19:11:52.232111849,0,0,,leg3link2_link3,-1.2014469202242046
2024/12/16 19:11:52.232123797,0,0,,leg3link4_link5,-1.0239619996029157
2024/12/16 19:11:52.737355031,0,0,,leg3link7_link8,-0.0005477929648805219
2024/12/16 19:11:52.737375601,0,0,,leg3grip1,0.0
2024/12/16 19:11:52.737388072,0,0,,leg3link5_link6,0.0020542236183019574
2024/12/16 19:11:52.737402596,0,0,,leg3base_link_link2,1.597364285591602
2024/12/16 19:11:52.737435404,0,0,,leg3grip2,0.922620301100019
2024/12/16 19:11:52.737456658,0,0,,leg3link3_link4,-0.0010955859297610438
2024/12/16 19:11:52.737478690,0,0,,leg3link6_link7,0.11873412513785313
2024/12/16 19:11:52.737492691,0,0,,leg3link2_link3,-1.2014469202242046
2024/12/16 19:11:52.737513594,0,0,,leg3link4_link5,-1.0239619996029157
2024/12/16 19:11:54.678023015,0,0,,leg3base_link_link2,0.28663266887373307
2024/12/16 19:11:54.678051255,0,0,,leg3link2_link3,0.3446987231510684
2024/12/16 19:11:54.678080475,0,0,,leg3link3_link4,-0.14502818745211818
2024/12/16 19:11:54.678101495,0,0,,leg3link4_link5,2.7218462942500934
2024/12/16 19:11:54.678122525,0,0,,leg3link5_link6,0.1959729331860067
2024/12/16 19:11:54.678143117,0,0,,leg3link6_link7,0.7558173432939
2024/12/16 19:11:54.678164168,0,0,,leg3link7_link8,0.0669676899566438
2024/12/16 19:12:21.638440821,0,0,,leg3link7_link8,0.06546125930322237
2024/12/16 19:12:21.638460711,0,0,,leg3grip1,0.0
2024/12/16 19:12:21.638473633,0,0,,leg3link5_link6,0.1936448130852645
2024/12/16 19:12:21.638485238,0,0,,leg3base_link_link2,0.28800215128593437
2024/12/16 19:12:21.638496417,0,0,,leg3grip2,0.922620301100019
2024/12/16 19:12:21.638508108,0,0,,leg3link3_link4,-0.14160448142161491
2024/12/16 19:12:21.638525702,0,0,,leg3link6_link7,0.7523936372633968
2024/12/16 19:12:21.638537772,0,0,,leg3link2_link3,0.34552041259838917
2024/12/16 19:12:21.638548639,0,0,,leg3link4_link5,2.71869648470203
2024/12/16 19:12:22.645014776,0,0,,leg3link7_link8,0.06546125930322237
2024/12/16 19:12:22.645034795,0,0,,leg3grip1,0.0
2024/12/16 19:12:22.645050563,0,0,,leg3link5_link6,0.1936448130852645
2024/12/16 19:12:22.645067324,0,0,,leg3base_link_link2,0.28800215128593437
2024/12/16 19:12:22.645092126,0,0,,leg3grip2,0.922620301100019
2024/12/16 19:12:22.645107059,0,0,,leg3link3_link4,-0.14160448142161491
2024/12/16 19:12:22.645118287,0,0,,leg3link6_link7,0.7523936372633968
2024/12/16 19:12:22.645129355,0,0,,leg3link2_link3,0.34552041259838917
2024/12/16 19:12:22.645141747,0,0,,leg3link4_link5,2.71869648470203
2024/12/16 19:12:23.29447839,0,0,,leg3link7_link8,0.06546125930322237
2024/12/16 19:12:23.29482563,0,0,,leg3grip1,0.0
