time,transforms_0,transforms_1
2024/12/16 14:48:24.888032362,"{'header': {'stamp': {'secs': 1734091249, 'nsecs': 816254146}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091249, 'nsecs': 816272989}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:24.937773218,"{'header': {'stamp': {'secs': 1734091249, 'nsecs': 866282207}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091249, 'nsecs': 866302491}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:24.987841774,"{'header': {'stamp': {'secs': 1734091249, 'nsecs': 916305962}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091249, 'nsecs': 916323512}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.37682672,"{'header': {'stamp': {'secs': 1734091249, 'nsecs': 966219787}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091249, 'nsecs': 966230684}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.87827008,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 16251996}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 16269820}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.137865396,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 66251994}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 66273600}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.187985204,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 116308828}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 116324945}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.237780079,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 166251826}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 166269469}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.287474128,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 216257773}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 216279038}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.337872651,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 266233411}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 266276595}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.387883698,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 316258430}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 316276563}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.437942853,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 366253172}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 366271896}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.487529537,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 416269073}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 416289700}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.537865895,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 466249730}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 466269943}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.587882634,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 516255472}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 516272836}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.637919051,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 566244479}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 566262748}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.688108970,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 616263539}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 616284210}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.737923734,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 666245967}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 666263075}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.787500929,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 716244260}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 716261750}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.837851723,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 766232402}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 766247676}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.887829417,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 816242483}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 816259380}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.937840271,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 866253566}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 866271517}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:25.987915859,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 916264495}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 916281687}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.37861846,"{'header': {'stamp': {'secs': 1734091250, 'nsecs': 966272262}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091250, 'nsecs': 966292177}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.87819955,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 16247108}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 16265368}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.137918407,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 66272636}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 66291543}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.188133576,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 116237873}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 116253305}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.237939280,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 166259520}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 166278387}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.288986213,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 216265689}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 216286189}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.338641421,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 266256264}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 266278609}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.387964179,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 316262413}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 316280253}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.437873856,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 366248790}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 366269669}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.488176262,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 416302165}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 416318582}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.537968815,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 466245928}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 466264398}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.587868304,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 516269657}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 516290790}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.637976559,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 566260243}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 566285314}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.688009375,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 616231045}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 616245881}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
2024/12/16 14:48:26.737936850,"{'header': {'stamp': {'secs': 1734091251, 'nsecs': 666255714}, 'frame_id': 'leg3link8'}, 'child_frame_id': 'leg3gripper2', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.06}, 'rotation': {'x': 1.0, 'y': 6.123233995736766e-17, 'z': 6.123233995736766e-17, 'w': -3.749399456654644e-33}}}","{'header': {'stamp': {'secs': 1734091251, 'nsecs': 666272631}, 'frame_id': 'leg3gripper2'}, 'child_frame_id': 'leg3gripper2_straight', 'transform': {'translation': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'rotation': {'x': 0.0, 'y': 0.7071067811865475, 'z': 0.0, 'w': 0.7071067811865476}}}"
