time,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
2024/12/16 14:49:27.708595930,815.0344884486547,18.607231882067502,-202.73754553503997,-0.010315767917373065,0.7195662989672043,0.010139915728129927,0.6942730791496539
2024/12/16 14:49:28.130641544,815.0344884486547,18.607231882067502,-202.7498814613343,-0.010319061063942368,0.7195662517488183,0.010143093118469962,0.6942730327363329
2024/12/16 14:49:28.230831325,815.0344884486547,18.607231882067502,-202.93559466309557,-0.010322354210295539,0.719566204515361,0.01014627050859755,0.6942729863084705
2024/12/16 14:49:28.330561458,815.0344884486547,18.607231882067502,-203.15846012539876,-0.010325647356432507,0.7195661572668324,0.010149447898512624,0.6942729398660664
2024/12/16 14:49:28.430958825,815.0344884486547,18.607231882067502,-203.4927823693277,-0.010328940502353204,0.7195661100032325,0.010152625288215119,0.6942728934091208
2024/12/16 14:49:28.530751090,815.0344884486547,18.607231882067502,-203.97571374483127,-0.010332233648057562,0.7195660627245613,0.010155802677704967,0.6942728469376337
2024/12/16 14:49:28.630984669,815.0344884486547,18.607231882067502,-204.59487004585287,-0.01033552679354551,0.7195660154308187,0.010158980066982102,0.694272800451605
2024/12/16 14:49:28.730601029,815.0344884486547,18.607231882067502,-205.58554904170057,-0.010338819938816982,0.7195659681220048,0.010162157456046456,0.6942727539510347
2024/12/16 14:49:28.830761600,815.0344884486547,18.607231882067502,-206.997287103978,-0.010342113083871908,0.7195659207981197,0.010165334844897964,0.694272707435923
2024/12/16 14:49:28.931092985,815.0344884486547,18.607231882067502,-208.4214092549654,-0.010345406228710217,0.7195658734591631,0.01016851223353656,0.6942726609062696
2024/12/16 14:49:29.30905170,815.0344884486547,18.607231882067502,-209.9214092549654,-0.010348699373331842,0.7195658261051353,0.010171689621962176,0.6942726143620747
2024/12/16 14:49:29.130540506,815.0344884486547,18.607231882067502,-211.44770255598894,-0.010351992517736714,0.7195657787360362,0.010174867010174745,0.6942725678033382
2024/12/16 14:49:29.230737290,815.0344884486547,18.607231882067502,-213.07306856948605,-0.010355285661924762,0.7195657313518657,0.010178044398174201,0.6942725212300602
2024/12/16 14:49:29.330733815,815.0344884486547,18.607231882067502,-214.76035503212088,-0.010358578805895918,0.719565683952624,0.010181221785960478,0.6942724746422407
2024/12/16 14:49:29.430513275,815.0344884486547,18.607231882067502,-216.48479376647347,-0.010361871949650114,0.719565636538311,0.010184399173533509,0.6942724280398797
2024/12/16 14:49:29.530741824,815.0344884486547,18.607231882067502,-218.18446433458206,-0.01036516509318728,0.7195655891089265,0.010187576560893228,0.6942723814229771
2024/12/16 14:49:29.630504934,815.0344884486547,18.607231882067502,-219.87175079721686,-0.010368458236507349,0.7195655416644708,0.010190753948039569,0.6942723347915329
2024/12/16 14:49:29.730697302,815.0344884486547,18.607231882067502,-221.37175079721686,-0.01037175137961025,0.7195654942049439,0.010193931334972463,0.6942722881455472
2024/12/16 14:49:29.922618971,815.0344884486547,18.607231882067502,-221.309878493731,-0.010375044522495915,0.7195654467303456,0.010197108721691845,0.69427224148502
2024/12/16 14:49:30.22756636,815.0344884486547,18.607231882067502,-220.0839017732787,-0.010378337665164274,0.719565399240676,0.01020028610819765,0.6942721948099512
2024/12/16 14:49:30.122542463,815.0344884486547,18.607231882067502,-218.75885234314677,-0.010381630807615259,0.719565351735935,0.01020346349448981,0.6942721481203409
2024/12/16 14:49:30.222654959,815.0344884486547,18.607231882067502,-217.25885234314677,-0.0103849239498488,0.7195653042161229,0.010206640880568258,0.694272101416189
2024/12/16 14:49:30.322758787,815.0344884486547,18.607231882067502,-215.60871814105388,-0.010388217091864828,0.7195652566812394,0.010209818266432929,0.6942720546974956
2024/12/16 14:49:30.422993512,815.0344884486547,18.607231882067502,-213.946199855839,-0.010391510233663276,0.7195652091312846,0.010212995652083752,0.6942720079642607
2024/12/16 14:49:30.523218447,815.0344884486547,18.607231882067502,-212.2712974763262,-0.010394803375244075,0.7195651615662585,0.010216173037520666,0.6942719612164843
2024/12/16 14:49:30.622824562,815.0344884486547,18.607231882067502,-210.57162690821764,-0.010398096516607154,0.7195651139861611,0.0102193504227436,0.6942719144541663
2024/12/16 14:49:30.723019075,815.0344884486547,18.607231882067502,-208.82241998526928,-0.010401389657752443,0.7195650663909924,0.010222527807752492,0.6942718676773068
2024/12/16 14:49:30.822729405,815.0344884486547,18.607231882067502,-206.9989085412371,-0.010404682798679876,0.7195650187807524,0.010225705192547273,0.6942718208859058
2024/12/16 14:49:30.922857826,815.0344884486547,18.607231882067502,-205.08870848182318,-0.010407975939389382,0.7195649711554412,0.010228882577127875,0.6942717740799632
2024/12/16 14:49:31.23103902,815.0344884486547,18.607231882067502,-203.14135611716387,-0.010411269079880893,0.7195649235150586,0.010232059961494233,0.6942717272594792
2024/12/16 14:49:31.122892739,815.0344884486547,18.607231882067502,-201.1444674200165,-0.01041456222015434,0.7195648758596047,0.010235237345646282,0.6942716804244535
2024/12/16 14:49:31.222996470,815.0344884486547,18.607231882067502,-199.14757872286913,-0.010417855360209654,0.7195648281890795,0.010238414729583954,0.6942716335748864
