time,header_stamp_secs,header_stamp_nsecs,header_frame_id,name_0,name_1,name_2,name_3,name_4,name_5,name_6,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
2024/12/16 14:48:24.974259518,1734091249,901999940,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.71257972,1734091249,999564254,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.173911375,1734091250,101927474,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.272540851,1734091250,199979500,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.372331160,1734091250,299996024,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.473127734,1734091250,400157328,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.572830606,1734091250,500830470,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.673790943,1734091250,600056063,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.772582169,1734091250,700142278,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.872262782,1734091250,800227614,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:25.973991575,1734091250,901384853,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.72146357,1734091251,46697,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.173013907,1734091251,100563792,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.272396005,1734091251,199982239,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.372674513,1734091251,299927951,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.472787207,1734091251,399984184,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.572828091,1734091251,500042838,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.672773208,1734091251,600313512,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.772223749,1734091251,699888587,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.872283910,1734091251,799920896,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:26.972924674,1734091251,900190635,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.71590093,1734091251,999599258,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.172748541,1734091252,100309802,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.273124884,1734091252,199841216,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.372400237,1734091252,299933429,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.472409669,1734091252,400037162,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.572796092,1734091252,500016798,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.673208924,1734091252,600874224,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.772204065,1734091252,699831753,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.871888199,1734091252,799713863,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:27.973669095,1734091252,901421065,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.72577308,1734091253,79023,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.172887002,1734091253,100051209,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.272161761,1734091253,199828772,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.372926795,1734091253,300392639,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.472924088,1734091253,400569721,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.572293956,1734091253,500083394,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.672562959,1734091253,600002871,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.772163823,1734091253,699914474,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.872365716,1734091253,799908629,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:28.973440067,1734091253,900942388,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:29.72353308,1734091254,146839,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/12/16 14:48:29.172689137,1734091254,100070606,,leg3base_link_link2,leg3link2_link3,leg3link3_link4,leg3link4_link5,leg3link5_link6,leg3link6_link7,leg3link7_link8,0.0020542236183019574,0.0016433788946415657,-0.003149809548063001,0.0020542236183019574,0.0016433788946415657,0.00013694824122013048,-0.0005477929648805219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
