time,header_stamp_secs,header_stamp_nsecs,header_frame_id,name_0,position_0
2024/12/16 14:48:48.762926473,0,0,,leg3grip1,-1.3835880810469783
2024/12/16 14:48:48.762952822,0,0,,leg3link4_link5,0.0020542236183019574
2024/12/16 14:48:48.762965673,0,0,,leg3link6_link7,0.00013694824122013048
2024/12/16 14:48:48.762979643,0,0,,leg3link5_link6,0.0016433788946415657
2024/12/16 14:48:48.762990983,0,0,,leg3link3_link4,-0.003149809548063001
2024/12/16 14:48:48.763001819,0,0,,leg3link2_link3,0.0016433788946415657
2024/12/16 14:48:48.763014209,0,0,,leg3link7_link8,-0.0005477929648805219
2024/12/16 14:48:48.763026322,0,0,,leg3grip2,0.7863568010859892
2024/12/16 14:48:48.763037914,0,0,,leg3base_link_link2,0.0020542236183019574
2024/12/16 14:48:49.822966084,0,0,,leg3grip1,-1.3835880810469783
2024/12/16 14:48:49.822994957,0,0,,leg3link4_link5,0.0020542236183019574
2024/12/16 14:48:49.823013137,0,0,,leg3link6_link7,0.00013694824122013048
2024/12/16 14:48:49.823025107,0,0,,leg3link5_link6,0.0016433788946415657
2024/12/16 14:48:49.823035704,0,0,,leg3link3_link4,-0.003149809548063001
2024/12/16 14:48:49.823046188,0,0,,leg3link2_link3,0.0016433788946415657
2024/12/16 14:48:49.823056683,0,0,,leg3link7_link8,-0.0005477929648805219
2024/12/16 14:48:49.823067356,0,0,,leg3grip2,0.7863568010859892
2024/12/16 14:48:49.823079657,0,0,,leg3base_link_link2,0.0020542236183019574
2024/12/16 14:48:54.363523251,0,0,,leg3grip1,-1.3835880810469783
2024/12/16 14:48:54.363543874,0,0,,leg3link4_link5,0.0020542236183019574
2024/12/16 14:48:54.363561917,0,0,,leg3link6_link7,0.00013694824122013048
2024/12/16 14:48:54.363575187,0,0,,leg3link5_link6,0.0016433788946415657
2024/12/16 14:48:54.363586923,0,0,,leg3link3_link4,-0.003149809548063001
2024/12/16 14:48:54.363598359,0,0,,leg3link2_link3,0.0016433788946415657
2024/12/16 14:48:54.363609829,0,0,,leg3link7_link8,-0.0005477929648805219
2024/12/16 14:48:54.363620907,0,0,,leg3grip2,0.7863568010859892
2024/12/16 14:48:54.363632155,0,0,,leg3base_link_link2,0.0020542236183019574
2024/12/16 14:48:58.911770865,0,0,,leg3grip1,-1.3835880810469783
2024/12/16 14:48:58.911790937,0,0,,leg3link4_link5,0.0020542236183019574
2024/12/16 14:48:58.911802924,0,0,,leg3link6_link7,-0.0017803271358616962
2024/12/16 14:48:58.911828396,0,0,,leg3link5_link6,0.0013694824122013048
2024/12/16 14:48:58.911840139,0,0,,leg3link3_link4,-0.003149809548063001
2024/12/16 14:48:58.911850563,0,0,,leg3link2_link3,0.0015064306534214352
2024/12/16 14:48:58.911861087,0,0,,leg3link7_link8,-0.00041084472366039143
2024/12/16 14:48:58.911871989,0,0,,leg3grip2,0.786219852844769
2024/12/16 14:48:58.911883358,0,0,,leg3base_link_link2,0.0020542236183019574
2024/12/16 14:48:59.851697756,0,0,,leg3grip1,-1.3835880810469783
2024/12/16 14:48:59.851709855,0,0,,leg3link4_link5,0.0020542236183019574
2024/12/16 14:48:59.851720331,0,0,,leg3link6_link7,-0.0017803271358616962
2024/12/16 14:48:59.851730802,0,0,,leg3link5_link6,0.0013694824122013048
2024/12/16 14:48:59.851840888,0,0,,leg3link3_link4,-0.003149809548063001
2024/12/16 14:48:59.851853398,0,0,,leg3link2_link3,0.0015064306534214352
2024/12/16 14:48:59.851863451,0,0,,leg3link7_link8,-0.00041084472366039143
2024/12/16 14:48:59.851873769,0,0,,leg3grip2,0.786219852844769
2024/12/16 14:48:59.851883902,0,0,,leg3base_link_link2,0.0020542236183019574
2024/12/16 14:49:03.564110518,0,0,,leg3base_link_link2,0.28663266887373307
2024/12/16 14:49:03.564130662,0,0,,leg3link2_link3,0.3446987231510684
2024/12/16 14:49:03.564169773,0,0,,leg3link3_link4,-0.14502818745211818
2024/12/16 14:49:03.564180924,0,0,,leg3link4_link5,2.7218462942500934
2024/12/16 14:49:03.564328666,0,0,,leg3link5_link6,0.1959729331860067
2024/12/16 14:49:03.564348355,0,0,,leg3link6_link7,0.7558173432939
2024/12/16 14:49:03.564360726,0,0,,leg3link7_link8,0.0669676899566438
2024/12/16 14:49:23.503793552,0,0,,leg3grip1,-1.3835880810469783
