time,header_stamp_secs,header_stamp_nsecs,header_frame_id,axes_0,axes_1,axes_2,axes_3,axes_4,axes_5,axes_6,axes_7,buttons_0,buttons_1,buttons_2,buttons_3,buttons_4,buttons_5,buttons_6,buttons_7,buttons_8,buttons_9,buttons_10,buttons_11,buttons_12
2024/12/16 14:49:28.139310024,1734328168,139282696,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.983519971370697,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.141401544,1734328168,141388931,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9587517976760864,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.141412408,1734328168,141391925,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9422397017478943,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.145588309,1734328168,145575058,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9339836239814758,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.145599475,1734328168,145578045,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9257275462150574,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.150854077,1734328168,150840478,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9174715280532837,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.150865067,1734328168,150843910,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9257275462150574,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.155069196,1734328168,155053850,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8927033543586731,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.155079569,1734328168,155057646,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9009593725204468,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.157178871,1734328168,157164549,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9092154502868652,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.159303965,1734328168,159274252,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8927033543586731,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.159322129,1734328168,159279236,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.161480115,1734328168,161386349,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.9009593725204468,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.161508859,1734328168,161389484,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.163532600,1734328168,163471018,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8761911988258362,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.165650755,1734328168,165579260,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.168809115,1734328168,168740311,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.171956038,1734328168,171900181,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.175112704,1734328168,175060043,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.189935883,1734328168,189780847,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.191965969,1734328168,191888376,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.199318646,1734328168,199253974,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.201430441,1734328168,201360938,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8431669473648071,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.201442774,1734328168,201363674,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.209863787,1734328168,209780886,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.216185965,1734328168,216094968,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.219319940,1734328168,219253510,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.225608877,1734328168,225523078,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.225620159,1734328168,225526157,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.227709233,1734328168,227631731,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8761911988258362,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.230810268,1734328168,230790492,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.233962822,1734328168,233949749,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8761911988258362,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.239225259,1734328168,239212635,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.241333785,1734328168,241320078,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.245539222,1734328168,245522919,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8844472765922546,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.250799551,1734328168,250785102,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.255010559,1734328168,254995528,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8761911988258362,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.257118017,1734328168,257103834,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.261337337,1734328168,261317341,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.261349296,1734328168,261320594,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.264486744,1734328168,264471280,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.265540676,1734328168,265527839,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.270804691,1734328168,270791194,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.270815221,1734328168,270794765,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.274046654,1734328168,273952839,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.274076466,1734328168,273956581,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.277206878,1734328168,277115507,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.284583717,1734328168,284471453,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8679351210594177,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.284612463,1734328168,284475260,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.289798405,1734328168,289737603,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.291938211,1734328168,291846107,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.299302478,1734328168,299213317,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8431669473648071,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.299331008,1734328168,299216475,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.301415352,1734328168,301323255,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.315080406,1734328168,314988810,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.859679102897644,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.319306457,1734328168,319200482,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8431669473648071,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.322494609,1734328168,322359669,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8514230251312256,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.335084800,1734328168,334935751,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8431669473648071,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.340347801,1734328168,340198062,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8349109292030334,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.340368976,1734328168,340200691,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8183987736701965,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.361317593,1734328168,361197769,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8101427555084229,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.361337206,1734328168,361200761,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8018866777420044,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.370771395,1734328168,370625835,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7936305999755859,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.374916923,1734328168,374836477,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7853745222091675,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.378014981,1734328168,377995361,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8018866777420044,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.381167267,1734328168,381154316,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7853745222091675,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.385377668,1734328168,385364870,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8018866777420044,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.387483667,1734328168,387470837,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7771185040473938,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.388543169,1734328168,388530626,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7853745222091675,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.394857881,1734328168,394844550,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7771185040473938,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.404327049,1734328168,404313937,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.8018866777420044,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.409634045,1734328168,409574239,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7771185040473938,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.430758536,1734328168,430574369,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7853745222091675,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.434942774,1734328168,434792350,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7688624262809753,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.434970879,1734328168,434794925,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7606063485145569,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.434992300,1734328168,434796069,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7688624262809753,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.444436541,1734328168,444263690,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7606063485145569,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.446503029,1734328168,446370934,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7523503303527832,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.450726998,1734328168,450574510,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7440942525863647,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.456000942,1734328168,455837520,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7358381748199463,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.464396044,1734328168,464254794,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7275821566581726,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.467507398,1734328168,467413675,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7193260788917542,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.473797426,1734328168,473730820,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6945579051971436,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.473809422,1734328168,473733473,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.7110700011253357,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.476951351,1734328168,476890768,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.702813982963562,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.485333536,1734328168,485309848,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6945579051971436,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.499126611,1734328168,498987266,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6863018274307251,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.502230481,1734328168,502145627,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6945579051971436,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.505407970,1734328168,505304063,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6863018274307251,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.507498836,1734328168,507411055,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6780457496643066,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.531681627,1734328168,531522683,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.653277575969696,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024/12/16 14:49:28.544339367,1734328168,544146471,joy,-0.0,-0.0,1.0,0.001048872945830226,-0.0,0.6450215578079224,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
