time,header_stamp_secs,header_stamp_nsecs,header_frame_id,name_0,position_0
2024/12/19 18:49:38.911895050,0,0,,leg3link4_link5,-0.0937238814162382
2024/12/19 18:49:38.961854417,0,0,,leg3link4_link5,-0.10121845276623821
2024/12/19 18:49:39.12074380,0,0,,leg3link4_link5,-0.1087519956162382
2024/12/19 18:49:39.61963606,0,0,,leg3link4_link5,-0.1162253652162382
2024/12/19 18:49:39.111834245,0,0,,leg3link4_link5,-0.1237267621662382
2024/12/19 18:49:39.161789544,0,0,,leg3link4_link5,-0.1312190872662382
2024/12/19 18:49:39.211889376,0,0,,leg3link4_link5,-0.13872417436623818
2024/12/19 18:49:39.261783664,0,0,,leg3link4_link5,-0.14621926441623817
2024/12/19 18:49:39.311871444,0,0,,leg3link4_link5,-0.1537274053662382
2024/12/19 18:49:39.361862126,0,0,,leg3link4_link5,-0.1612262722662382
2024/12/19 18:49:39.411857294,0,0,,leg3link4_link5,-0.16873254691623818
2024/12/19 18:49:39.462098189,0,0,,leg3link4_link5,-0.1762474114662382
2024/12/19 18:49:39.511979252,0,0,,leg3link4_link5,-0.18372721906623818
2024/12/19 18:49:39.561941780,0,0,,leg3link4_link5,-0.19123008016623821
2024/12/19 18:49:39.611936947,0,0,,leg3link4_link5,-0.1987187206662382
2024/12/19 18:49:39.662017764,0,0,,leg3link4_link5,-0.20622860836623821
2024/12/19 18:49:39.711986239,0,0,,leg3link4_link5,-0.2137295071662382
2024/12/19 18:49:39.761929955,0,0,,leg3link4_link5,-0.22122855796623817
2024/12/19 18:49:39.811997950,0,0,,leg3link4_link5,-0.2287312116162382
2024/12/19 18:49:39.861974622,0,0,,leg3link4_link5,-0.2362281226662382
2024/12/19 18:49:39.912036989,0,0,,leg3link4_link5,-0.2437438387662382
2024/12/19 18:49:39.961970544,0,0,,leg3link4_link5,-0.2512315344162382
2024/12/19 18:49:40.11816043,0,0,,leg3link4_link5,-0.2587172629662382
2024/12/19 18:49:40.61938267,0,0,,leg3link4_link5,-0.2662389132162382
2024/12/19 18:49:40.111880201,0,0,,leg3link4_link5,-0.27373404451623823
2024/12/19 18:49:40.125186087,0,0,,leg3link3_link4,0.0035606542717233924
2024/12/19 18:49:40.125247277,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:40.125300807,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:40.125352795,0,0,,leg3link2_link3,0.0019172753770818267
2024/12/19 18:49:40.125404146,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:40.125453728,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:40.125505442,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:40.125607165,0,0,,leg3link6_link7,-0.0021911718595220876
2024/12/19 18:49:40.211788852,0,0,,leg3link4_link5,-0.20818343769895023
2024/12/19 18:49:40.261909375,0,0,,leg3link4_link5,-0.21568938999895024
2024/12/19 18:49:40.312015047,0,0,,leg3link4_link5,-0.22319448474895023
2024/12/19 18:49:40.362041907,0,0,,leg3link4_link5,-0.23070051849895024
2024/12/19 18:49:40.412053326,0,0,,leg3link4_link5,-0.23820120069895023
2024/12/19 18:49:40.462052111,0,0,,leg3link4_link5,-0.24570210504895024
2024/12/19 18:49:40.511983115,0,0,,leg3link4_link5,-0.25319112519895026
2024/12/19 18:49:40.561942935,0,0,,leg3link4_link5,-0.26069631369895024
2024/12/19 18:49:40.611819805,0,0,,leg3link4_link5,-0.26818535784895026
2024/12/19 18:49:40.661908704,0,0,,leg3link4_link5,-0.27569484369895025
2024/12/19 18:49:40.711876473,0,0,,leg3link4_link5,-0.2831908706489502
2024/12/19 18:49:40.761829134,0,0,,leg3link4_link5,-0.29068018329895023
2024/12/19 18:49:40.811925202,0,0,,leg3link4_link5,-0.2981908899989502
2024/12/19 18:49:40.861871098,0,0,,leg3link4_link5,-0.30569405619895024
2024/12/19 18:49:40.911953261,0,0,,leg3link4_link5,-0.31318060614895027
2024/12/19 18:49:40.962088308,0,0,,leg3link4_link5,-0.32070420609895023
2024/12/19 18:49:41.12003920,0,0,,leg3link4_link5,-0.32818908939895025
2024/12/19 18:49:41.62092548,0,0,,leg3link4_link5,-0.3357014723489502
2024/12/19 18:49:41.111915981,0,0,,leg3link4_link5,-0.34319398599895024
2024/12/19 18:49:41.161821380,0,0,,leg3link4_link5,-0.35068029549895025
2024/12/19 18:49:41.211887907,0,0,,leg3link4_link5,-0.35818718694895024
2024/12/19 18:49:41.261990527,0,0,,leg3link4_link5,-0.3657020072489502
2024/12/19 18:49:41.311926030,0,0,,leg3link4_link5,-0.3731821598489502
2024/12/19 18:49:41.362001676,0,0,,leg3link4_link5,-0.38068903659895026
2024/12/19 18:49:41.412002100,0,0,,leg3link4_link5,-0.38819012859895025
2024/12/19 18:49:41.461986534,0,0,,leg3link4_link5,-0.39569139414895027
2024/12/19 18:49:41.511979618,0,0,,leg3link4_link5,-0.40318980159895024
2024/12/19 18:49:41.561955163,0,0,,leg3link4_link5,-0.41068990494895025
2024/12/19 18:49:41.611962496,0,0,,leg3link4_link5,-0.4181912447489502
2024/12/19 18:49:41.661959365,0,0,,leg3link4_link5,-0.4256884211489502
2024/12/19 18:49:41.712056963,0,0,,leg3link4_link5,-0.4331998389989502
2024/12/19 18:49:41.761914576,0,0,,leg3link4_link5,-0.44068174554895023
2024/12/19 18:49:41.811925789,0,0,,leg3link4_link5,-0.4481895993989502
2024/12/19 18:49:41.861834807,0,0,,leg3link4_link5,-0.45568157004895027
2024/12/19 18:49:41.911995092,0,0,,leg3link4_link5,-0.4632017453489502
2024/12/19 18:49:41.961905026,0,0,,leg3link4_link5,-0.4706861214989503
2024/12/19 18:49:42.11916833,0,0,,leg3link4_link5,-0.47818770759895024
2024/12/19 18:49:42.61857963,0,0,,leg3link4_link5,-0.48568072149895025
2024/12/19 18:49:42.111927956,0,0,,leg3link4_link5,-0.49318783749895023
2024/12/19 18:49:42.161957724,0,0,,leg3link4_link5,-0.5006903675489502
2024/12/19 18:49:42.211861461,0,0,,leg3link4_link5,-0.5081802600989502
2024/12/19 18:49:42.262096013,0,0,,leg3link4_link5,-0.5157170544989502
2024/12/19 18:49:42.312128751,0,0,,leg3link4_link5,-0.5232205116989502
2024/12/19 18:49:42.362059386,0,0,,leg3link4_link5,-0.5307117168989502
2024/12/19 18:49:42.412180661,0,0,,leg3link4_link5,-0.5382245111489502
2024/12/19 18:49:42.462104174,0,0,,leg3link4_link5,-0.5457174027989503
2024/12/19 18:49:42.511987159,0,0,,leg3link4_link5,-0.5531966429489502
2024/12/19 18:49:42.561851018,0,0,,leg3link4_link5,-0.5606909226989503
2024/12/19 18:49:42.611763499,0,0,,leg3link4_link5,-0.5681797560989502
2024/12/19 18:49:42.661934250,0,0,,leg3link4_link5,-0.5757001029989502
2024/12/19 18:49:42.711916698,0,0,,leg3link4_link5,-0.5832014865989502
2024/12/19 18:49:42.761900760,0,0,,leg3link4_link5,-0.5907003800489502
2024/12/19 18:49:42.811863938,0,0,,leg3link4_link5,-0.5981896911989503
2024/12/19 18:49:42.861905292,0,0,,leg3link4_link5,-0.6056917620989503
2024/12/19 18:49:42.911871217,0,0,,leg3link4_link5,-0.6131903292989502
2024/12/19 18:49:42.961886900,0,0,,leg3link4_link5,-0.6206861199989503
2024/12/19 18:49:43.11954371,0,0,,leg3link4_link5,-0.6281993382989502
2024/12/19 18:49:43.61806899,0,0,,leg3link4_link5,-0.6356818701989502
2024/12/19 18:49:43.111806773,0,0,,leg3link4_link5,-0.6431812269989503
2024/12/19 18:49:43.162002883,0,0,,leg3link4_link5,-0.6506914881989503
2024/12/19 18:49:43.211825197,0,0,,leg3link4_link5,-0.6581821614989503
2024/12/19 18:49:43.261905071,0,0,,leg3link4_link5,-0.6656864528489502
2024/12/19 18:49:43.311857429,0,0,,leg3link4_link5,-0.6731938272989502
2024/12/19 18:49:43.361862149,0,0,,leg3link4_link5,-0.6806937468989502
2024/12/19 18:49:43.411860456,0,0,,leg3link4_link5,-0.6881897592989502
2024/12/19 18:49:43.461819155,0,0,,leg3link4_link5,-0.6956879861489502
2024/12/19 18:49:43.511781028,0,0,,leg3link4_link5,-0.7031804117489502
2024/12/19 18:49:43.561859297,0,0,,leg3link4_link5,-0.7106890227989502
2024/12/19 18:49:43.611835514,0,0,,leg3link4_link5,-0.7181887700489502
2024/12/19 18:49:43.661905337,0,0,,leg3link4_link5,-0.7256886546989502
2024/12/19 18:49:43.704900206,0,0,,leg3link3_link4,0.0035606542717233924
2024/12/19 18:49:43.704916504,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:43.705008611,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:43.705024036,0,0,,leg3link2_link3,0.0019172753770818267
2024/12/19 18:49:43.705117570,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:43.705130879,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:43.705219980,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:43.705317738,0,0,,leg3link6_link7,-0.0021911718595220876
2024/12/19 18:49:44.985013337,0,0,,leg3link3_link4,0.0035606542717233924
2024/12/19 18:49:44.985088333,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:44.985141528,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:44.985205667,0,0,,leg3link2_link3,0.0019172753770818267
2024/12/19 18:49:44.985258400,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:44.985318804,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:44.985368607,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:44.985428858,0,0,,leg3link4_link5,-0.7304819186681759
2024/12/19 18:49:44.985478208,0,0,,leg3link6_link7,-0.0021911718595220876
2024/12/19 18:49:45.112404341,0,0,,leg3link2_link3,0.016553593627081826
2024/12/19 18:49:45.162546982,0,0,,leg3link2_link3,0.024064846027081827
2024/12/19 18:49:45.212528134,0,0,,leg3link2_link3,0.03156366252708183
2024/12/19 18:49:45.262502874,0,0,,leg3link2_link3,0.03906230637708183
2024/12/19 18:49:45.312493747,0,0,,leg3link2_link3,0.046561791577081825
2024/12/19 18:49:45.362572630,0,0,,leg3link2_link3,0.05405283072708182
2024/12/19 18:49:45.412446816,0,0,,leg3link2_link3,0.06155599557708182
2024/12/19 18:49:45.462433491,0,0,,leg3link2_link3,0.06906161967708183
2024/12/19 18:49:45.512484976,0,0,,leg3link2_link3,0.07655690772708182
2024/12/19 18:49:45.562559521,0,0,,leg3link2_link3,0.08406606747708183
2024/12/19 18:49:45.612440617,0,0,,leg3link2_link3,0.09155391567708182
2024/12/19 18:49:45.662425693,0,0,,leg3link2_link3,0.09905388327708183
2024/12/19 18:49:45.712437627,0,0,,leg3link2_link3,0.10655415432708182
2024/12/19 18:49:45.762527869,0,0,,leg3link2_link3,0.11406288402708183
2024/12/19 18:49:45.812547924,0,0,,leg3link2_link3,0.12155704152708181
2024/12/19 18:49:45.862588817,0,0,,leg3link2_link3,0.1290628372270818
2024/12/19 18:49:45.912469174,0,0,,leg3link2_link3,0.13656257007708184
2024/12/19 18:49:45.962498161,0,0,,leg3link2_link3,0.14406278397708183
2024/12/19 18:49:46.12423211,0,0,,leg3link2_link3,0.1515526516270818
2024/12/19 18:49:46.62448377,0,0,,leg3link2_link3,0.15905434737708182
2024/12/19 18:49:46.112430071,0,0,,leg3link2_link3,0.16655392227708182
2024/12/19 18:49:46.162572826,0,0,,leg3link2_link3,0.17405556507708184
2024/12/19 18:49:46.212460124,0,0,,leg3link2_link3,0.18155805162708183
2024/12/19 18:49:46.262421586,0,0,,leg3link2_link3,0.18905280747708184
2024/12/19 18:49:46.312536773,0,0,,leg3link2_link3,0.19656445632708183
2024/12/19 18:49:46.362396917,0,0,,leg3link2_link3,0.20405480472708182
2024/12/19 18:49:46.412383198,0,0,,leg3link2_link3,0.21155368677708183
2024/12/19 18:49:46.462393786,0,0,,leg3link2_link3,0.2190552097270818
2024/12/19 18:49:46.512398021,0,0,,leg3link2_link3,0.22655492727708182
2024/12/19 18:49:46.562473868,0,0,,leg3link2_link3,0.2340626374270818
2024/12/19 18:49:46.612448116,0,0,,leg3link2_link3,0.24156157827708183
2024/12/19 18:49:46.662512652,0,0,,leg3link2_link3,0.24905964972708183
2024/12/19 18:49:46.712478123,0,0,,leg3link2_link3,0.25655675322708177
2024/12/19 18:49:46.762511738,0,0,,leg3link2_link3,0.2640628580770818
2024/12/19 18:49:46.812488751,0,0,,leg3link2_link3,0.2715617222770818
2024/12/19 18:49:46.862476663,0,0,,leg3link2_link3,0.27905671542708177
2024/12/19 18:49:46.912591915,0,0,,leg3link2_link3,0.2865638570770818
2024/12/19 18:49:46.962510192,0,0,,leg3link2_link3,0.2940550423270818
2024/12/19 18:49:47.12548299,0,0,,leg3link2_link3,0.3015656290270818
2024/12/19 18:49:47.62438776,0,0,,leg3link2_link3,0.3090527879770818
2024/12/19 18:49:47.112494580,0,0,,leg3link2_link3,0.3165544531270818
2024/12/19 18:49:47.162398231,0,0,,leg3link2_link3,0.3240535190770818
2024/12/19 18:49:47.212431251,0,0,,leg3link2_link3,0.3315604829770818
2024/12/19 18:49:47.262410560,0,0,,leg3link2_link3,0.3390546112270818
2024/12/19 18:49:47.312439047,0,0,,leg3link2_link3,0.3465573199270818
2024/12/19 18:49:47.362491658,0,0,,leg3link2_link3,0.3540641011270818
2024/12/19 18:49:47.412435303,0,0,,leg3link2_link3,0.3615616499770818
2024/12/19 18:49:47.462438170,0,0,,leg3link2_link3,0.3690598129270818
2024/12/19 18:49:47.512392407,0,0,,leg3link2_link3,0.3765542945770818
2024/12/19 18:49:47.562467173,0,0,,leg3link2_link3,0.38405882457708185
2024/12/19 18:49:47.612408872,0,0,,leg3link2_link3,0.3915551422270818
2024/12/19 18:49:47.662382362,0,0,,leg3link2_link3,0.3990538061770818
2024/12/19 18:49:47.712413625,0,0,,leg3link2_link3,0.4065567359770818
2024/12/19 18:49:47.762471394,0,0,,leg3link2_link3,0.41406219372708175
2024/12/19 18:49:47.812491858,0,0,,leg3link2_link3,0.42156320682708176
2024/12/19 18:49:47.862440294,0,0,,leg3link2_link3,0.4290571892770818
2024/12/19 18:49:47.912527003,0,0,,leg3link2_link3,0.4365632426770818
2024/12/19 18:49:47.962447305,0,0,,leg3link2_link3,0.4440530447770818
2024/12/19 18:49:48.12545010,0,0,,leg3link2_link3,0.45156444177708177
2024/12/19 18:49:48.62445217,0,0,,leg3link2_link3,0.4590538933270818
2024/12/19 18:49:48.112465166,0,0,,leg3link2_link3,0.4665603695770818
2024/12/19 18:49:48.162464404,0,0,,leg3link2_link3,0.4740541648270818
2024/12/19 18:49:48.212422431,0,0,,leg3link2_link3,0.48155260662708177
2024/12/19 18:49:48.262499082,0,0,,leg3link2_link3,0.4890558365770818
2024/12/19 18:49:48.312509508,0,0,,leg3link2_link3,0.4965540148270818
2024/12/19 18:49:48.362354659,0,0,,leg3link2_link3,0.5040523318270819
2024/12/19 18:49:48.412476853,0,0,,leg3link2_link3,0.5115626525770819
2024/12/19 18:49:48.462404485,0,0,,leg3link2_link3,0.5190561170770819
2024/12/19 18:49:48.512370302,0,0,,leg3link2_link3,0.5265528802270819
2024/12/19 18:49:48.562464091,0,0,,leg3link2_link3,0.5340546593770819
2024/12/19 18:49:48.612481425,0,0,,leg3link2_link3,0.5415547850770818
2024/12/19 18:49:48.662541029,0,0,,leg3link2_link3,0.5490634981270818
2024/12/19 18:49:48.712611259,0,0,,leg3link2_link3,0.5565633197770818
2024/12/19 18:49:48.762478117,0,0,,leg3link2_link3,0.5640540334270818
2024/12/19 18:49:48.812457917,0,0,,leg3link2_link3,0.5715530492770818
2024/12/19 18:49:48.862478503,0,0,,leg3link2_link3,0.5790559807270819
2024/12/19 18:49:48.912456377,0,0,,leg3link2_link3,0.5865576196270819
2024/12/19 18:49:48.962591813,0,0,,leg3link2_link3,0.5940693715270818
2024/12/19 18:49:49.12480552,0,0,,leg3link2_link3,0.6015559099270819
2024/12/19 18:49:49.63017183,0,0,,leg3link2_link3,0.6087501486947267
2024/12/19 18:49:49.112429879,0,0,,leg3link2_link3,0.6161276449400049
2024/12/19 18:49:49.162491591,0,0,,leg3link2_link3,0.6235166952469792
2024/12/19 18:49:49.212468295,0,0,,leg3link2_link3,0.6308916302194294
2024/12/19 18:49:49.262376770,0,0,,leg3link2_link3,0.6382635389172838
2024/12/19 18:49:49.312464484,0,0,,leg3link2_link3,0.6456486443092294
2024/12/19 18:49:49.362458686,0,0,,leg3link2_link3,0.6530279334159728
2024/12/19 18:49:49.412452150,0,0,,leg3link2_link3,0.6604076251012061
2024/12/19 18:49:49.462520171,0,0,,leg3link2_link3,0.6677850279329272
2024/12/19 18:49:49.512480041,0,0,,leg3link2_link3,0.6751583750224763
2024/12/19 18:49:49.562430203,0,0,,leg3link2_link3,0.6825355275707958
2024/12/19 18:49:49.612431973,0,0,,leg3link2_link3,0.6899156932597353
2024/12/19 18:49:49.662538135,0,0,,leg3link2_link3,0.6973009215797903
2024/12/19 18:49:49.712457010,0,0,,leg3link2_link3,0.704674215985864
2024/12/19 18:49:49.762525224,0,0,,leg3link2_link3,0.7120568185437948
2024/12/19 18:49:49.812487231,0,0,,leg3link2_link3,0.7194314084911313
2024/12/19 18:49:49.862430476,0,0,,leg3link2_link3,0.7268070954943681
2024/12/19 18:49:49.912579353,0,0,,leg3link2_link3,0.7341999525882675
2024/12/19 18:49:49.962481680,0,0,,leg3link2_link3,0.7415671097383852
2024/12/19 18:49:50.12540851,0,0,,leg3link2_link3,0.7489489288325314
2024/12/19 18:49:50.62489071,0,0,,leg3link2_link3,0.7524088537346436
2024/12/19 18:49:50.112443356,0,0,,leg3link2_link3,0.7597877913230718
2024/12/19 18:49:50.162489642,0,0,,leg3link2_link3,0.7671749075414493
2024/12/19 18:49:50.212393337,0,0,,leg3link2_link3,0.7745441056228425
2024/12/19 18:49:50.262405967,0,0,,leg3link2_link3,0.7819255599171251
2024/12/19 18:49:50.312401203,0,0,,leg3link2_link3,0.7893009715495911
2024/12/19 18:49:50.362460409,0,0,,leg3link2_link3,0.7966795359265085
2024/12/19 18:49:50.412461848,0,0,,leg3link2_link3,0.8040663254187947
2024/12/19 18:49:50.462488710,0,0,,leg3link2_link3,0.8114464854999694
2024/12/19 18:49:50.512466501,0,0,,leg3link2_link3,0.818817144846835
2024/12/19 18:49:50.562602809,0,0,,leg3link2_link3,0.826201993904896
2024/12/19 18:49:50.612426812,0,0,,leg3link2_link3,0.8335742916045465
2024/12/19 18:49:50.662417581,0,0,,leg3link2_link3,0.8409525657058444
2024/12/19 18:49:50.712445617,0,0,,leg3link2_link3,0.8483302031782542
2024/12/19 18:49:50.762511995,0,0,,leg3link2_link3,0.8557141749162551
2024/12/19 18:49:50.812489012,0,0,,leg3link2_link3,0.8630935140501642
2024/12/19 18:49:50.862515865,0,0,,leg3link2_link3,0.8704739441894903
2024/12/19 18:49:50.912477221,0,0,,leg3link2_link3,0.8778533234631901
2024/12/19 18:49:50.962534074,0,0,,leg3link2_link3,0.8852278310649265
2024/12/19 18:49:51.12586241,0,0,,leg3link2_link3,0.8926100472773706
2024/12/19 18:49:51.62714334,0,0,,leg3link2_link3,0.8999948945645584
2024/12/19 18:49:51.112705862,0,0,,leg3link2_link3,0.9073812826589365
2024/12/19 18:49:51.162520733,0,0,,leg3link2_link3,0.9147468231494652
2024/12/19 18:49:51.212624419,0,0,,leg3link2_link3,0.9221515112991316
2024/12/19 18:49:51.262542367,0,0,,leg3link2_link3,0.9295156885125005
2024/12/19 18:49:51.312644857,0,0,,leg3link2_link3,0.9369090154780688
2024/12/19 18:49:51.362450260,0,0,,leg3link2_link3,0.9442610878882
2024/12/19 18:49:51.412430221,0,0,,leg3link2_link3,0.9516323695493959
2024/12/19 18:49:51.462455462,0,0,,leg3link2_link3,0.9590187169136922
2024/12/19 18:49:51.512393703,0,0,,leg3link2_link3,0.9663887499617632
2024/12/19 18:49:51.562611886,0,0,,leg3link2_link3,0.9737734780101605
2024/12/19 18:49:51.612589930,0,0,,leg3link2_link3,0.9811462522222542
2024/12/19 18:49:51.662564834,0,0,,leg3link2_link3,0.9885354170456905
2024/12/19 18:49:51.712532150,0,0,,leg3link2_link3,0.995909244189429
2024/12/19 18:49:51.762439265,0,0,,leg3link2_link3,1.0032882706166588
2024/12/19 18:49:51.812555798,0,0,,leg3link2_link3,1.0106690817888522
2024/12/19 18:49:51.862479047,0,0,,leg3link2_link3,1.01804024701514
2024/12/19 18:49:51.905335241,0,0,,leg3link3_link4,0.0035606542717233924
2024/12/19 18:49:51.905358312,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:51.905371997,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:51.905386241,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:51.905410939,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:51.905435049,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:51.905458331,0,0,,leg3link4_link5,-0.7297971774620753
2024/12/19 18:49:51.905481113,0,0,,leg3link6_link7,-0.0012325341709811743
2024/12/19 18:49:52.162484167,0,0,,leg3link2_link3,0.9356362055662211
2024/12/19 18:49:52.184826139,0,0,,leg3link3_link4,0.0038345507541636533
2024/12/19 18:49:52.184854644,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:52.184880081,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:52.184927135,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:52.184952315,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:52.184977108,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:52.184991442,0,0,,leg3link4_link5,-0.7297971774620753
2024/12/19 18:49:52.185015864,0,0,,leg3link6_link7,-0.0012325341709811743
2024/12/19 18:49:55.524952561,0,0,,leg3link3_link4,0.0038345507541636533
2024/12/19 18:49:55.524978375,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:55.525003220,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:55.525028270,0,0,,leg3link2_link3,0.9327544709503087
2024/12/19 18:49:55.525061386,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:55.525074753,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:55.525089080,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:55.525107067,0,0,,leg3link4_link5,-0.7297971774620753
2024/12/19 18:49:55.525132670,0,0,,leg3link6_link7,-0.0012325341709811743
2024/12/19 18:49:56.189290020,0,0,,leg3link6_link7,0.006889322779018825
2024/12/19 18:49:56.239333220,0,0,,leg3link6_link7,0.014394760729018824
2024/12/19 18:49:56.289251702,0,0,,leg3link6_link7,0.021886779679018826
2024/12/19 18:49:56.339324551,0,0,,leg3link6_link7,0.029389439179018824
2024/12/19 18:49:56.365527992,0,0,,leg3link3_link4,0.0038345507541636533
2024/12/19 18:49:56.365564573,0,0,,leg3grip2,1.0760023312665652
2024/12/19 18:49:56.365595850,0,0,,leg3base_link_link2,-0.00287591306562274
2024/12/19 18:49:56.365619250,0,0,,leg3link2_link3,0.9327544709503087
2024/12/19 18:49:56.365641978,0,0,,leg3link7_link8,-0.0008216894473207829
2024/12/19 18:49:56.365664476,0,0,,leg3grip1,0.8878354478301059
2024/12/19 18:49:56.365686725,0,0,,leg3link5_link6,0.002328120100742218
2024/12/19 18:49:56.365708941,0,0,,leg3link4_link5,-0.7297971774620753
