time,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
2024/12/19 18:45:26.858841848,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:27.362117555,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:27.857209992,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:28.361929450,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:28.860684481,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:29.359144649,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:29.858791089,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:30.360803361,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:30.856316355,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:31.358248207,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:31.859281003,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:32.359132409,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:32.860560049,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
2024/12/19 18:45:33.355312164,724.3610351315488,-151.66393635142535,714.7987215680306,0.0009947649277052052,0.011170915642810142,-0.0006482223237346131,0.9999368984562271
