time,header_stamp_secs,header_stamp_nsecs,header_frame_id,code,modifiers
2024/12/16 19:16:56.44978311,1734344216,44848703,,115,4096
2024/12/16 19:16:57.424962263,1734344217,424822038,,13,4096
2024/12/16 19:18:40.767491279,1734344320,767386691,,27,4096
2024/12/16 19:18:47.87512252,1734344327,87401129,,55,4096
2024/12/16 19:18:48.150287848,1734344328,150234884,,119,4096
2024/12/16 19:18:48.847528664,1734344328,847412140,,115,4096
2024/12/16 19:18:50.27712741,1734344330,27582046,,27,4096
2024/12/16 19:18:50.467726312,1734344330,467594841,,106,4096
2024/12/16 19:18:50.827751923,1734344330,827574373,,55,4096
2024/12/16 19:18:51.247532724,1734344331,247408056,,119,4096
2024/12/16 19:18:52.47661618,1734344332,47617812,,115,4096
2024/12/16 19:18:53.707712992,1734344333,707579801,,115,4096
2024/12/16 19:18:54.687809519,1734344334,687697383,,115,4096
2024/12/16 19:18:55.627786319,1734344335,627660448,,115,4096
2024/12/16 19:18:56.287639768,1734344336,287610373,,115,4096
2024/12/16 19:18:57.427860431,1734344337,427677301,,115,4096
2024/12/16 19:18:58.407759888,1734344338,407664866,,115,4096
2024/12/16 19:18:59.407739505,1734344339,407558450,,115,4096
2024/12/16 19:19:00.707696563,1734344340,707570240,,115,4096
2024/12/16 19:19:01.367712076,1734344341,367596286,,115,4096
2024/12/16 19:19:14.248104656,1734344354,247980929,,115,4096
2024/12/16 19:19:15.988002620,1734344355,987896808,,115,4096
2024/12/16 19:19:16.948007396,1734344356,947907102,,119,4096
2024/12/16 19:19:18.88036479,1734344358,87931861,,115,4096
2024/12/16 19:19:19.28133285,1734344359,28004166,,115,4096
2024/12/16 19:19:19.328107181,1734344359,328017381,,115,4096
2024/12/16 19:19:20.128203341,1734344360,128023482,,115,4096
2024/12/16 19:19:22.188126414,1734344362,187992316,,115,4096
2024/12/16 19:19:23.748160199,1734344363,748027106,,115,4096
2024/12/16 19:19:42.128613768,1734344382,128415715,,55,4096
2024/12/16 19:19:43.608687777,1734344383,608493885,,115,4096
2024/12/16 19:19:44.428656080,1734344384,428467738,,115,4096
2024/12/16 19:19:45.908397882,1734344385,908365202,,115,4096
2024/12/16 19:19:46.808603456,1734344386,808448094,,115,4096
2024/12/16 19:19:47.828772039,1734344387,828566368,,119,4096
2024/12/16 19:19:49.488709069,1734344389,488573547,,119,4096
2024/12/16 19:19:51.488816180,1734344391,488579498,,115,4096
2024/12/16 19:19:53.868750762,1734344393,868568880,,115,4096
2024/12/16 19:19:55.68795461,1734344395,68579365,,115,4096
2024/12/16 19:19:55.888793907,1734344395,888596670,,115,4096
2024/12/16 19:19:56.448885537,1734344396,448750522,,115,4096
2024/12/16 19:19:57.508760795,1734344397,508587089,,115,4096
